Time [s],Velocity [km/h],Battery_Voltage [V],Acceleration_rms,State
0,0,388.8,0.354970681,IDLE
1,0,388.8,0.362510591,IDLE
2,0,388.8,0.348378629,IDLE
3,0,388.8,0.357615918,IDLE
4,0,388.8,0.359947021,IDLE
5,0,388.8,0.355984066,IDLE
6,0,388.8,0.351859833,IDLE
7,0,388.8,0.365659059,IDLE
8,0,388.8,0.346279602,IDLE
9,0,388.8,0.359165119,IDLE
10,0,388.8,0.35725574,IDLE
11,0,388.8,0.358388317,IDLE
12,0,388.8,0.364560192,IDLE
13,0,388.80971,0.356858211,IDLE
14,0,388.85971,0.349754158,IDLE
15,0,388.9,0.350377291,IDLE
16,0,388.9,0.359215128,IDLE
17,0,388.9,0.360982863,IDLE
18,0,388.9,0.341102108,IDLE
19,0,388.9,0.363782212,IDLE
20,0,388.9,0.362764867,IDLE
21,0,388.9,0.357662239,IDLE
22,0,388.9,0.35649374,IDLE
23,0,388.90973,0.242011951,IDLE
24,0,388.95973,0.281756656,IDLE
25,0,388.99027,0.299143575,IDLE
26,0,388.94028,0.198986028,IDLE
27,0,388.9,0.637773943,IDLE
28,0,388.9,0.246911403,IDLE
29,0,388.90974,0.739762337,IDLE
30,0,388.95974,1.39609534,IDLE
31,0,388.99026,0.476354868,IDLE
32,0,388.94026,1.288591693,IDLE
33,0,388.90975,0.534182104,IDLE
34,0,388.95974,1.315034896,IDLE
35,0,388.99026,1.12664713,IDLE
36,0,388.94025,0.680208696,IDLE
37,0,388.9,0.334006305,IDLE
38,0,388.9,0.18731707,IDLE
39,0,388.90975,0.175607564,IDLE
40,0,388.95976,0.200956323,IDLE
41,0,389,0.535240102,IDLE
42,0,389,0.677066707,IDLE
43,0,389,0.825508664,IDLE
44,0,389,1.086831482,IDLE
45,0,389,0.99130851,IDLE
46,0,389,1.123882645,IDLE
47,0,389,1.108057077,IDLE
48,0,389,1.015391471,IDLE
49,0,389,0.74518634,IDLE
50,0,389,0.296557139,IDLE
51,0,388.99022,0.170105844,IDLE
52,0,388.94022,0.754759906,IDLE
53,0,388.90979,1.267639039,IDLE
54,0,388.95979,0.601594295,IDLE
55,0,389,0.406429172,IDLE
56,0,389,0.216635361,IDLE
57,0,389,0.284642994,IDLE
58,0,389,0.950205918,IDLE
59,0,389,1.555781538,IDLE
60,0,389,1.95623812,IDLE
61,0,389,2.100116371,IDLE
62,0,389,1.163205177,IDLE
63,0,389,0.951584473,IDLE
64,0,389,0.589896998,IDLE
65,0,388.99018,0.529914975,IDLE
66,0,388.94019,1.329488804,IDLE
67,0,388.90981,1.06002163,IDLE
68,0,388.9598,0.804737787,IDLE
69,0,389,0.511588043,IDLE
70,0,389,0.102747341,IDLE
71,0,388.9902,0.163823797,IDLE
72,0,388.94018,0.227902578,IDLE
73,0,388.90983,0.25278434,IDLE
74,0,388.95983,0.341842492,IDLE
75,0,388.99017,0.556122237,IDLE
76,0,388.94016,0.829377532,IDLE
77,0,388.9,0.897990637,IDLE
78,0,388.9,0.978291429,IDLE
79,0,388.90985,0.898887645,IDLE
80,0,388.95984,0.668736121,IDLE
81,0,388.99017,1.01771844,IDLE
82,0,388.94016,1.091343854,IDLE
83,0,388.90986,0.798283891,IDLE
84,0,388.95986,0.587278533,IDLE
85,0,388.99015,0.293485269,IDLE
86,0,388.94015,1.279274347,IDLE
87,0,388.9,2.152297677,IDLE
88,0,388.9,2.395143917,IDLE
89,0,388.9,1.905832648,IDLE
90,0,388.9,0.93278017,IDLE
91,0,388.9,0.612455004,IDLE
92,0,388.9,0.434805884,IDLE
93,0,388.90986,0.094252988,IDLE
94,0,388.95987,0.12954205,IDLE
95,0,388.99012,0.09938406,IDLE
96,0,388.94012,0.265685792,IDLE
97,0,388.9,0.116166125,IDLE
98,0,388.9,0.100389574,IDLE
99,0,388.9,0.187666717,IDLE
100,0,388.9,0.239876153,IDLE
101,0,388.9,0.226865653,IDLE
102,0,388.9,0.137745378,IDLE
103,0,388.9099,0.068429747,IDLE
104,0,388.9599,0.273852964,IDLE
105,0,388.99011,0.128285611,IDLE
106,0,388.94015,0.209520476,IDLE
107,0,388.9,0.214466074,IDLE
108,0,388.9,0.268545939,IDLE
109,0,388.9,0.274862749,IDLE
110,0,388.9,0.1378641,IDLE
111,0,388.9,0.155467311,IDLE
112,0,388.9,0.117393007,IDLE
113,0,388.90985,0.096598452,IDLE
114,0,388.95985,0.095872637,IDLE
115,0,388.99015,0.055402168,IDLE
116,0,388.94015,0.124022877,IDLE
117,0,388.9,0.328824847,IDLE
118,0,388.9,0.300059619,IDLE
119,0,388.9,0.218192158,IDLE
120,0,388.9,0.074955413,IDLE
121,0,388.89013,0.169723916,IDLE
122,0,388.84009,0.185176034,IDLE
123,0,388.80994,0.130197249,IDLE
124,0,388.85994,0.108495145,IDLE
125,0,388.89006,0.324811431,IDLE
126,0,388.84006,0.11162256,IDLE
127,0,388.8,0.068263089,IDLE
128,0,388.8,0.161400232,IDLE
129,0,388.80993,0.158112517,IDLE
130,0,388.85995,0.288826692,IDLE
131,0,388.89004,0.187549198,IDLE
132,0,388.84004,0.389698385,IDLE
133,0,388.80996,1.497388462,IDLE
134,0,388.85996,1.420285683,IDLE
135,0,388.89004,1.503004912,IDLE
136,0,388.84004,1.532234196,IDLE
137,0,388.8,1.607412991,IDLE
138,0,388.8,1.633246168,IDLE
139,0,388.80998,1.603940444,IDLE
140,0,388.85997,1.066478093,IDLE
141,0,388.89003,0.985860504,IDLE
142,0,388.84002,0.645968182,IDLE
143,0,388.8,0.239778779,IDLE
144,0,388.8,0.208833773,IDLE
145,0,388.8,0.225985854,IDLE
146,0,388.8,0.319500206,IDLE
147,0,388.8,0.224548864,IDLE
148,0,388.8,0.130058227,IDLE
149,0,388.8,0.117701089,IDLE
150,0,388.8,0.111669517,IDLE
151,0,388.79002,0.119794059,IDLE
152,0,388.74001,0.131859135,IDLE
153,0,388.70999,0.127007379,IDLE
154,0,388.75998,0.118542929,IDLE
155,0,388.8,0.121352098,IDLE
156,0,388.8,0.119387117,IDLE
157,0,388.79,0.112530459,IDLE
158,0,388.73999,0.129243549,IDLE
159,0,388.71002,0.123216493,IDLE
160,0,388.76002,0.129149804,IDLE
161,0,388.8,0.12119812,IDLE
162,0,388.8,0.132117004,IDLE
163,0,388.8,0.123188235,IDLE
164,0,388.8,0.124051617,IDLE
165,0,388.8,0.126142482,IDLE
166,0,388.8,0.127981621,IDLE
167,0,388.79001,0.12574068,IDLE
168,0,388.74,0.117110884,IDLE
169,0,388.71,0.126795999,IDLE
170,0,388.76002,0.125320548,IDLE
171,0,388.78997,0.131137638,IDLE
172,0,388.73997,0.124877626,IDLE
173,0,388.7,0.131097316,IDLE
174,0,388.7,0.125962441,IDLE
175,0,388.71001,0.106982514,IDLE
176,0,388.76003,0.136977282,IDLE
177,0,388.78995,0.124717795,IDLE
178,0,388.73995,0.129564068,IDLE
179,0,388.71005,0.135412384,IDLE
180,0,388.76005,0.123818308,IDLE
181,0,388.78995,0.11469094,IDLE
182,0,388.73995,0.113981295,IDLE
183,0,388.71005,0.127286313,IDLE
184,0,388.76004,0.117750033,IDLE
185,0,388.78997,0.116309067,IDLE
186,0,388.73995,0.119899991,IDLE
187,0,388.7,0.132423591,IDLE
188,0,388.7,0.119102434,IDLE
189,0,388.7,0.122345915,IDLE
190,0,388.7,0.11835228,IDLE
191,0,388.68997,0.120879671,IDLE
192,0,388.64013,0.117415739,IDLE
193,0,388.60972,0.113507107,IDLE
194,0,388.65967,0.13123351,IDLE
195,0,388.7,0.121518653,IDLE
196,0,388.7,0.124014177,IDLE
197,0,388.6903,0.115622391,IDLE
198,0,388.64009,0.126962225,IDLE
199,0,388.61009,0.121550153,IDLE
200,0,388.66009,0.117574376,IDLE
201,0,388.68991,0.116434009,IDLE
202,0,388.63992,0.113526926,IDLE
203,0,388.61008,0.104966537,IDLE
204,0,388.66007,0.833399316,IDLE
205,0,388.68994,2.194554383,IDLE
206,0,388.63991,1.903227541,IDLE
207,0,388.6,1.672198579,IDLE
208,0,388.6,1.229479343,IDLE
209,0,388.61011,1.005564361,IDLE
210,0,388.66011,1.580002528,IDLE
211,0,388.68989,2.457082443,IDLE
212,0,388.63989,2.689351167,IDLE
213,0,388.61011,2.605873358,IDLE
214,0,388.66009,2.219494378,IDLE
215,0,388.68993,1.387449492,IDLE
216,0,388.63993,0.787917108,IDLE
217,0,388.6,0.145704421,IDLE
218,0,388.6,0.172739932,IDLE
219,0,388.6,0.051833115,IDLE
220,0,388.6,0.062161118,IDLE
221,0,388.6,0.097628985,IDLE
222,0,388.6,0.085194356,IDLE
223,0,388.61013,0.067644755,IDLE
224,0,388.66011,0.077480933,IDLE
225,0,388.68989,0.064254686,IDLE
226,0,388.63988,0.137648141,IDLE
227,0,388.6,0.23560562,IDLE
228,0,388.6,0.278690344,IDLE
229,0,388.6,0.435790566,IDLE
230,0,388.6,0.465848067,IDLE
231,0,388.6,0.869322054,IDLE
232,0,388.6,1.621497128,IDLE
233,0,388.6,1.718657194,IDLE
234,0,388.6,1.613510779,IDLE
235,0,388.6,1.526279364,IDLE
236,0,388.6,1.577127196,IDLE
237,0,388.6,1.565698438,IDLE
238,0,388.6,0.5855167,IDLE
239,0,388.6,0.246334371,IDLE
240,0.0625,388.6,0.093106362,ACTIVE
241,0.30568,388.58984,0.101856985,ACTIVE
242,0.52884,388.53984,0.524096637,ACTIVE
243,0.60938,388.48984,1.179756745,ACTIVE
244,0.77446,388.43985,1.181022266,ACTIVE
245,0.94968,388.37971,0.95156051,ACTIVE
246,1.17188,388.27969,1.26673113,ACTIVE
247,1.53568,388.2,1.48621449,ACTIVE
248,1.70198,388.2,0.854778137,ACTIVE
249,2.04459,388.17966,0.346246862,ACTIVE
250,2.32679,388.07965,0.14356018,ACTIVE
251,2.65404,388,0.184816079,ACTIVE
252,2.95201,388,0.138062072,ACTIVE
253,3.23325,388.01018,0.123456046,ACTIVE
254,3.50885,388.06018,0.607273039,ACTIVE
255,3.74879,388.11018,0.83589031,ACTIVE
256,3.95762,388.16018,0.172167928,ACTIVE
257,4.1295,388.22037,0.338647462,ACTIVE
258,4.28569,388.32038,0.20546159,ACTIVE
259,4.42639,388.4,0.108043368,ACTIVE
260,4.55141,388.4,0.036345985,ACTIVE
261,4.65071,388.41023,0.145899951,ACTIVE
262,4.7389,388.46023,0.189277223,ACTIVE
263,4.8125,388.5,0.131033576,ACTIVE
264,4.86394,388.5,0.026817665,ACTIVE
265,4.92188,388.5,0.065029525,ACTIVE
266,4.97428,388.5,0.241840351,ACTIVE
267,5.01009,388.5,0.382774174,ACTIVE
268,5.01009,388.5,0.557017229,ACTIVE
269,5.09375,388.48975,0.816746246,ACTIVE
270,5.15625,388.43975,0.955698037,ACTIVE
271,5.22885,388.32825,0.962147598,ACTIVE
272,5.30145,387.97823,0.991717217,ACTIVE
273,5.5248,387.62822,0.950352766,ACTIVE
274,5.85751,387.27822,1.118007928,ACTIVE
275,6.22235,386.96923,1.147782036,ACTIVE
276,6.65998,386.81922,0.825641034,ACTIVE
277,7.11307,386.71027,0.278463846,ACTIVE
278,7.54512,386.76027,0.687288602,ACTIVE
279,7.98346,386.85135,1.551281173,ACTIVE
280,8.29047,387.10135,1.230138135,ACTIVE
281,8.55237,387.34108,0.605705287,ACTIVE
282,8.76734,387.54109,0.699516035,ACTIVE
283,8.94201,387.72055,1.079935712,ACTIVE
284,9.18669,387.82055,1.191088881,ACTIVE
285,9.34762,387.91028,0.901100561,ACTIVE
286,9.30151,387.96028,0.590066913,ACTIVE
287,9.35938,388.01028,0.488435625,ACTIVE
288,9.49611,388.06029,0.550523157,ACTIVE
289,9.50387,388.08971,0.557517641,ACTIVE
290,9.52109,388.03971,0.093584944,ACTIVE
291,9.29225,388.01028,0.151283134,ACTIVE
292,9.31171,388.06023,0.187943939,ACTIVE
293,9.30081,388.05918,0.156134544,ACTIVE
294,9.38517,387.85897,0.08354606,ACTIVE
295,9.1516,387.6073,0.206611857,ACTIVE
296,9.15225,387.15727,0.342622122,ACTIVE
297,9.34226,386.55267,0.201372158,ACTIVE
298,9.7227,385.35261,0.305850629,ACTIVE
299,10.25317,384.32783,0.310146895,ACTIVE
300,10.76425,383.97783,0.225754043,ACTIVE
301,11.21733,383.65876,0.171632121,ACTIVE
302,11.7846,383.45875,0.47610823,ACTIVE
303,12.41504,383.27938,0.686947374,ACTIVE
304,12.96194,383.1794,0.52877611,ACTIVE
305,13.49872,383.16176,0.169201745,ACTIVE
306,14.05035,383.46187,0.16797012,ACTIVE
307,14.55641,383.79292,0.153437687,ACTIVE
308,14.96748,384.24287,0.068893478,ACTIVE
309,15.33772,384.74444,0.057608253,ACTIVE
310,15.62436,385.44458,0.252937969,ACTIVE
311,15.86419,386.07234,1.174540975,ACTIVE
312,15.97896,386.42232,1.477113906,ACTIVE
313,16.08355,386.73099,1.461572162,ACTIVE
314,16.16647,386.88101,1.574120479,ACTIVE
315,16.21817,386.96898,1.389961335,ACTIVE
316,16.25479,386.81899,1.050142134,ACTIVE
317,16.3642,386.4726,1.042223355,ACTIVE
318,16.49944,385.37243,0.188397655,ACTIVE
319,16.79148,384.26195,0.217186893,ACTIVE
320,17.19662,383.11195,0.133833867,ACTIVE
321,17.7123,382.11719,2.005962506,ACTIVE
322,18.26391,381.71715,2.840169043,ACTIVE
323,18.7748,381.4,0.957710702,ACTIVE
324,19.3005,381.4,2.269841152,ACTIVE
325,19.89427,381.56584,2.661483077,ACTIVE
326,20.36427,382.36584,2.448352563,ACTIVE
327,20.71337,383.13475,2.361721757,ACTIVE
328,20.97844,383.78478,1.167023949,ACTIVE
329,21.27052,384.36222,0.225547708,ACTIVE
330,21.44241,384.66224,0.182711206,ACTIVE
331,21.59375,384.95188,0.079478516,ACTIVE
332,21.82227,385.20189,0.072069719,ACTIVE
333,21.92141,385.38962,1.213169867,ACTIVE
334,22.04151,385.33962,1.554457069,ACTIVE
335,22.12457,385.26886,1.583637853,ACTIVE
336,22.33304,385.11885,2.281776847,ACTIVE
337,22.50535,384.83383,2.88978112,ACTIVE
338,22.62994,384.03379,1.823613248,ACTIVE
339,22.94245,383.2026,0.060137557,ACTIVE
340,23.31208,382.25265,0.057214623,ACTIVE
341,23.70773,381.40652,0.057223648,ACTIVE
342,24.19156,380.95645,0.057338756,ACTIVE
343,24.69688,380.5272,0.054414411,ACTIVE
344,25.16074,380.17718,0.053070522,ACTIVE
345,25.65551,379.87919,0.049733041,ACTIVE
346,26.14971,379.77919,0.057511566,ACTIVE
347,26.68177,379.67919,0.089304877,ACTIVE
348,27.18711,379.57918,0.076143556,ACTIVE
349,27.66556,379.46877,0.064936933,ACTIVE
350,28.13998,379.31874,0.059265901,ACTIVE
351,28.47838,379.2417,0.049565123,ACTIVE
352,28.98933,379.44168,0.045187133,ACTIVE
353,29.44215,379.58958,0.086901962,ACTIVE
354,29.90566,379.53958,0.91426847,ACTIVE
355,30.27063,379.5938,1.739389142,ACTIVE
356,30.54157,380.04389,1.119264434,ACTIVE
357,30.93191,380.42088,1.159492168,ACTIVE
358,31.26503,380.52087,0.869260452,ACTIVE
359,31.52044,380.65216,0.691711335,ACTIVE
360,31.74472,380.90221,0.659892922,ACTIVE
361,32.04639,381.15225,1.457010123,ACTIVE
362,32.41628,381.40227,0.992871906,ACTIVE
363,32.7601,381.58954,0.588462187,ACTIVE
364,32.89063,381.53954,0.468787786,ACTIVE
365,33.20806,381.59414,0.748390882,ACTIVE
366,33.35411,382.04414,0.738897549,ACTIVE
367,33.6715,382.42092,0.314334268,ACTIVE
368,33.8696,382.52093,0.609702243,ACTIVE
369,34.04688,382.62093,0.586876839,ACTIVE
370,34.24983,382.72094,0.597382497,ACTIVE
371,34.42176,382.84188,0.239152252,ACTIVE
372,34.46891,383.04188,0.18268958,ACTIVE
373,34.58848,383.28376,1.132857951,ACTIVE
374,34.68236,383.68378,0.99112584,ACTIVE
375,34.80202,384.01048,0.627510797,ACTIVE
376,34.91161,384.06048,0.917956747,ACTIVE
377,34.94259,384.16291,0.177312725,ACTIVE
378,35.06238,384.46293,0.429717773,ACTIVE
379,35.22385,384.68951,0.499598264,ACTIVE
380,35.21864,384.63951,0.13143223,ACTIVE
381,35.33866,384.63147,0.611255768,ACTIVE
382,35.38011,384.78148,0.994820008,ACTIVE
383,35.42177,384.92099,0.316473057,ACTIVE
384,35.55717,385.02099,0.168881138,ACTIVE
385,35.63025,385.0895,0.416300569,ACTIVE
386,35.66674,385.0395,0.44501736,ACTIVE
387,35.53657,385.06301,0.214100172,ACTIVE
388,35.59898,385.36304,0.061157049,ACTIVE
389,35.62495,385.61051,0.109585881,ACTIVE
390,35.4635,385.66051,0.257970614,ACTIVE
391,35.60936,385.71051,0.302638986,ACTIVE
392,35.61459,385.76051,0.171921818,ACTIVE
393,35.49477,385.82102,0.233296725,ACTIVE
394,35.47918,385.92103,0.750826141,ACTIVE
395,35.50516,386,0.227235334,ACTIVE
396,35.61463,386,0.258136787,ACTIVE
397,35.61981,386.02105,0.348680994,ACTIVE
398,35.64055,386.12105,0.07719198,ACTIVE
399,35.60929,386.22105,0.160043082,ACTIVE
400,35.69801,386.32106,0.264353685,ACTIVE
401,35.73944,386.4316,0.639865038,ACTIVE
402,35.78133,386.58157,0.636713011,ACTIVE
403,35.5672,386.72104,0.635798434,ACTIVE
404,35.49483,386.82107,0.301990415,ACTIVE
405,35.36454,386.94218,0.267677158,ACTIVE
406,35.39579,387.14216,1.095462841,ACTIVE
407,35.47392,387.35268,0.97184766,ACTIVE
408,35.20781,387.60272,0.337236987,ACTIVE
409,35.13017,387.86329,0.724168847,ACTIVE
410,34.98934,388.16326,0.101081324,ACTIVE
411,34.82813,388.45271,0.29152801,ACTIVE
412,34.66672,388.70276,0.602280648,ACTIVE
413,34.54104,388.88944,0.193897702,ACTIVE
414,34.39578,388.83944,0.364435212,ACTIVE
415,34.1875,388.82111,1.067066488,ACTIVE
416,34.12993,388.92112,1.007148459,ACTIVE
417,33.95273,389.0317,0.529332684,ACTIVE
418,33.76563,389.1817,0.158141614,ACTIVE
419,33.55649,389.39513,0.433462185,ACTIVE
420,33.20313,389.84516,0.168540515,ACTIVE
421,33.06224,390.16827,0.118748071,ACTIVE
422,32.7754,390.01827,0.238915602,ACTIVE
423,32.48301,389.87884,0.316797048,ACTIVE
424,32.26133,389.77883,0.351199903,ACTIVE
425,31.95824,389.67883,0.242408707,ACTIVE
426,31.85426,389.57882,0.11861298,ACTIVE
427,31.56761,389.57413,0.217495753,ACTIVE
428,31.31221,389.92413,0.269062427,ACTIVE
429,31.04657,390.26354,0.136327766,ACTIVE
430,30.82752,390.56356,0.118372063,ACTIVE
431,30.56727,390.7894,0.205237952,ACTIVE
432,30.3125,390.7394,0.542428211,ACTIVE
433,30.00948,390.7212,0.526260451,ACTIVE
434,29.68609,390.82121,0.10564935,ACTIVE
435,29.36923,390.91061,0.070400456,ACTIVE
436,29.20821,390.9606,0.05274839,ACTIVE
437,28.74897,391,0.048665876,ACTIVE
438,28.52035,391,0.286300032,ACTIVE
439,28.04612,391.04246,0.329587732,ACTIVE
440,27.58244,391.24246,0.189633784,ACTIVE
441,27.32265,391.37877,0.53777636,ACTIVE
442,26.86917,391.27876,0.588621653,ACTIVE
443,26.55195,391.25311,0.469598309,ACTIVE
444,26.10304,391.50313,0.291714495,ACTIVE
445,25.6402,391.68937,0.68307123,ACTIVE
446,25.2753,391.63937,0.479369042,ACTIVE
447,24.78546,391.57874,0.183497529,ACTIVE
448,24.35298,391.47873,0.390452203,ACTIVE
449,23.88972,391.36809,1.379880253,ACTIVE
450,23.51011,391.21809,1.314269673,ACTIVE
451,23.18702,391.0468,1.653818047,ACTIVE
452,22.79595,390.7968,1.310837875,ACTIVE
453,22.46776,390.58936,0.549458057,ACTIVE
454,22.19205,390.53936,1.835813595,ACTIVE
455,21.84829,390.5,2.259239426,ACTIVE
456,21.43143,390.5,2.244324503,ACTIVE
457,21.05137,390.51065,2.07298992,ACTIVE
458,20.71318,390.56065,1.318195438,ACTIVE
459,20.29634,390.61066,0.32404508,ACTIVE
460,19.88506,390.66066,0.100057506,ACTIVE
461,19.54073,390.67868,0.12200692,ACTIVE
462,19.18194,390.57867,0.122556934,ACTIVE
463,18.79628,390.48933,0.112818271,ACTIVE
464,18.37945,390.43934,0.193181933,ACTIVE
465,18.06191,390.41067,0.170325387,ACTIVE
466,17.62441,390.46067,0.071403444,ACTIVE
467,17.25444,390.48933,0.096413476,ACTIVE
468,16.81191,390.43933,0.097058764,ACTIVE
469,16.39501,390.38933,0.068810885,ACTIVE
470,15.99312,390.33932,0.075580475,ACTIVE
471,15.54064,390.27864,0.075723476,ACTIVE
472,15.06623,390.17863,0.065636932,ACTIVE
473,14.65428,390.1,0.046270983,ACTIVE
474,14.20113,390.1,0.181697134,ACTIVE
475,13.79488,390.07863,0.376441854,ACTIVE
476,13.45245,389.97862,0.181496297,ACTIVE
477,12.96244,389.86792,0.080154234,ACTIVE
478,12.56609,389.71792,0.290632647,ACTIVE
479,12.20178,389.5893,0.265943671,ACTIVE
480,11.83737,389.5393,0.081496051,ACTIVE
481,11.473,389.4786,0.049165598,ACTIVE
482,11.1136,389.37859,0.105305617,ACTIVE
483,10.72797,389.3,0.155276406,ACTIVE
484,10.34797,389.3,0.129920245,ACTIVE
485,9.93602,389.27864,0.199740616,ACTIVE
486,9.60862,389.17861,0.230833456,ACTIVE
487,9.22292,389.07858,0.346953218,ACTIVE
488,8.88414,388.97859,0.215268354,ACTIVE
489,8.55599,388.88929,0.091851143,ACTIVE
490,8.2337,388.83928,0.113231894,ACTIVE
491,7.89476,388.77855,0.145115549,ACTIVE
492,7.58226,388.67857,0.159412155,ACTIVE
493,7.2541,388.58929,0.086238841,ACTIVE
494,6.99424,388.53928,0.118267067,ACTIVE
495,6.69158,388.47866,0.119558076,ACTIVE
496,6.41035,388.37915,0.131152642,ACTIVE
497,6.15559,388.3,0.118537005,ACTIVE
498,5.88987,388.3,0.177616955,ACTIVE
499,5.66625,388.27951,0.222110642,ACTIVE
500,5.45729,388.17951,0.225389173,ACTIVE
501,5.27555,388.08976,0.218829819,ACTIVE
502,5.11433,388.03979,0.371968065,ACTIVE
503,4.97866,388,0.726713509,ACTIVE
504,4.84868,388,1.124716156,ACTIVE
505,4.74422,388,1.463271859,ACTIVE
506,4.61919,388,1.155756355,ACTIVE
507,4.4942,388,0.71360508,ACTIVE
508,4.35355,388,0.29991827,ACTIVE
509,4.213,387.98973,0.092354946,ACTIVE
510,4.0928,387.93973,0.056320837,ACTIVE
511,3.96875,387.9,0.198226186,ACTIVE
512,3.8379,387.9,0.146729366,ACTIVE
513,3.73344,387.9,0.206662407,ACTIVE
514,3.64063,387.9,0.310266885,ACTIVE
515,3.53614,387.88972,0.333568319,ACTIVE
516,3.44238,387.83972,0.225909103,ACTIVE
517,3.33301,387.8,0.105374383,ACTIVE
518,3.23924,387.8,0.200121045,ACTIVE
519,3.16115,387.75888,0.715614023,ACTIVE
520,3.07228,387.55887,0.913727146,ACTIVE
521,3.0625,387.36915,0.926140732,ACTIVE
522,3.16701,387.21915,0.988197471,ACTIVE
523,3.31837,387.08972,1.310410278,ACTIVE
524,3.53715,387.03972,1.098118981,ACTIVE
525,3.76666,386.97943,0.712177064,ACTIVE
526,4.0167,386.87941,0.444700517,ACTIVE
527,4.2667,386.7691,0.435179322,ACTIVE
528,4.52749,386.61909,0.578121998,ACTIVE
529,4.83494,386.44847,0.320910213,ACTIVE
530,5.22098,386.19846,0.222608797,ACTIVE
531,5.61643,385.94845,0.239795583,ACTIVE
532,6.0599,385.69845,0.855259184,ACTIVE
533,6.50225,385.47938,0.943704436,ACTIVE
534,7.00827,385.37937,1.131262445,ACTIVE
535,7.50201,385.28968,1.397704868,ACTIVE
536,7.92419,385.23968,1.389024021,ACTIVE
537,8.34008,385.22064,1.315987585,ACTIVE
538,8.75715,385.32065,0.803201609,ACTIVE
539,9.10562,385.43098,0.951328054,ACTIVE
540,9.40745,385.58098,0.845404871,ACTIVE
541,9.67788,385.73098,0.103266305,ACTIVE
542,9.91226,385.88098,0.206790747,ACTIVE
543,10.13101,386.02065,0.333369175,ACTIVE
544,10.31373,386.12066,0.399953636,ACTIVE
545,10.47478,386.22067,0.473154408,ACTIVE
546,10.59375,386.32068,0.244779872,ACTIVE
547,10.72478,386.41034,0.154656925,ACTIVE
548,10.81855,386.46034,0.173325921,ACTIVE
549,10.92787,386.5,0.107998869,ACTIVE
550,10.97958,386.5,0.133941087,ACTIVE
551,11.1046,386.5,0.094450847,ACTIVE
552,11.23565,386.5,0.072756915,ACTIVE
553,11.36544,386.4793,0.108641526,ACTIVE
554,11.5013,386.37929,0.139977803,ACTIVE
555,11.61545,386.28964,0.131995966,ACTIVE
556,11.79471,386.23964,0.486345023,ACTIVE
557,12.01086,386.15856,0.482164906,ACTIVE
558,12.20922,385.95855,0.562220129,ACTIVE
559,12.35938,385.84146,0.416109922,ACTIVE
560,12.64199,386.04147,0.107201628,ACTIVE
561,12.93411,386.21037,0.164455354,ACTIVE
562,13.17188,386.26037,0.142065725,ACTIVE
563,13.161,386.32075,0.216101075,ACTIVE
564,13.19976,386.42076,0.694380264,ACTIVE
565,13.47014,386.5,0.693103852,ACTIVE
566,13.78882,386.5,0.210113502,ACTIVE
567,13.88729,386.52077,0.118043062,ACTIVE
568,13.99052,386.62078,0.162938091,ACTIVE
569,14.11081,386.7,0.165831818,ACTIVE
570,14.1984,386.7,0.451688817,ACTIVE
571,14.3125,386.7104,0.639311323,ACTIVE
572,14.3859,386.7604,0.157334371,ACTIVE
573,14.46875,386.76881,0.085022486,ACTIVE
574,14.52652,386.61881,0.099720996,ACTIVE
575,14.64211,386.4064,0.487006708,ACTIVE
576,14.75184,385.95637,0.218503385,ACTIVE
577,14.82813,385.45432,0.544486654,ACTIVE
578,15.09522,384.75429,0.292270882,ACTIVE
579,15.42488,384.13754,0.223897335,ACTIVE
580,15.76243,383.83752,0.434954671,ACTIVE
581,16.06402,383.55835,0.408718163,ACTIVE
582,16.4187,383.35839,0.250426358,ACTIVE
583,16.78428,383.16881,0.328817576,ACTIVE
584,17.20624,383.01876,0.304296435,ACTIVE
585,17.5953,382.87915,0.268839126,ACTIVE
586,18.00931,382.77916,0.108402075,ACTIVE
587,18.51094,382.51251,0.104879037,ACTIVE
588,19.00783,381.61242,0.419130838,ACTIVE
589,19.52036,380.82703,0.814109151,ACTIVE
590,20.08128,380.47703,0.818061391,ACTIVE
591,20.65476,380.14787,0.885832535,ACTIVE
592,21.22351,379.89784,0.680905247,ACTIVE
593,21.85951,379.62696,1.086448293,ACTIVE
594,22.51416,379.27698,1.333696123,ACTIVE
595,23.12825,378.97914,0.744490436,ACTIVE
596,23.62828,378.87912,0.231862065,ACTIVE
597,24.13923,378.77912,0.834757112,ACTIVE
598,24.68614,378.67915,0.397253107,ACTIVE
599,25.18619,378.56876,0.340066756,ACTIVE
600,25.69085,378.41872,0.190178649,ACTIVE
601,26.21112,378.17474,0.356361147,ACTIVE
602,26.79561,377.57483,0.684247041,ACTIVE
603,27.38469,376.87065,1.276575952,ACTIVE
604,28.04265,375.77065,0.447659775,ACTIVE
605,28.71927,374.70193,0.810667425,ACTIVE
606,29.4536,373.75193,1.192912912,ACTIVE
607,30.23951,372.88531,0.953290809,ACTIVE
608,31.04912,372.33523,0.26988529,ACTIVE
609,31.73783,371.83736,0.10920802,ACTIVE
610,32.5803,371.53738,0.100256138,ACTIVE
611,33.33979,371.24783,0.111938838,ACTIVE
612,34.10368,370.99783,0.122780858,ACTIVE
613,34.85361,370.74783,0.205974858,ACTIVE
614,35.56785,370.49787,0.141872675,ACTIVE
615,36.27097,370.36254,0.232046105,ACTIVE
